game_id,play_id,stat_id,type,yards,team_abbr,player_name,gsis_player_id
2013_02_SD_PHI,4392,23,lateral_receiving,0,PHI,R.Cooper,00-0027758
2013_02_SD_PHI,4392,23,lateral_receiving,-2,PHI,M.Vick,00-0020245
2013_03_SD_TEN,3977,23,lateral_receiving,11,SD,E.Royal,00-0026182
2013_03_SD_TEN,3977,23,lateral_receiving,-13,SD,L.McClain,00-0025524
2013_03_SD_TEN,3977,23,lateral_receiving,-9,SD,P.Rivers,00-0022942
2013_03_SD_TEN,3977,23,lateral_receiving,-5,SD,K.Allen,00-0030279
2013_03_SD_TEN,3977,23,lateral_receiving,-5,SD,E.Royal,00-0026182
2013_03_SD_TEN,3977,23,lateral_receiving,-2,SD,K.Allen,00-0030279
2013_03_SD_TEN,3977,23,lateral_receiving,-4,SD,D.Woodhead,00-0026019
2013_08_ATL_ARI,4329,23,lateral_receiving,1,ATL,J.Rodgers,00-0028083
2013_09_PHI_OAK,2454,12,lateral_rushing,18,PHI,R.Cooper,00-0027758
2013_09_BAL_CLE,4325,23,lateral_receiving,6,BAL,J.Jones,00-0025460
2013_12_SD_KC,4327,23,lateral_receiving,0,KC,J.Hemingway,00-0029311
2013_12_TEN_OAK,4325,23,lateral_receiving,6,OAK,R.Streater,00-0029129
2013_14_MIA_PIT,4337,23,lateral_receiving,7,PIT,E.Sanders,00-0027685
2013_14_MIA_PIT,4366,23,lateral_receiving,-5,PIT,J.Cotchery,00-0022811
2013_14_MIA_PIT,4366,23,lateral_receiving,-9,PIT,L.Bell,00-0030496
2013_14_MIA_PIT,4366,23,lateral_receiving,0,PIT,M.Gilbert,00-0028001
2013_14_MIA_PIT,4366,23,lateral_receiving,5,PIT,B.Roethlisberger,00-0022924
2013_14_MIA_PIT,4366,23,lateral_receiving,56,PIT,A.Brown,00-0027793
