game_id,play_id,stat_id,type,yards,team_abbr,player_name,gsis_player_id
2017_02_HOU_CIN,4163,23,lateral_receiving,0,CIN,A.Dalton,00-0027973
2017_02_HOU_CIN,4163,23,lateral_receiving,8,CIN,G.Bernard,00-0030456
2017_02_HOU_CIN,4163,23,lateral_receiving,0,CIN,A.Dalton,00-0027973
2017_02_HOU_CIN,4163,23,lateral_receiving,0,CIN,R.Bodine,00-0031306
2017_04_WAS_KC,1869,12,lateral_rushing,32,KC,A.Smith,00-0023436
2017_05_GB_DAL,3992,23,lateral_receiving,20,DAL,E.Elliott,00-0033045
2017_05_GB_DAL,3992,23,lateral_receiving,-3,DAL,D.Prescott,00-0033077
2017_05_GB_DAL,3992,23,lateral_receiving,-2,DAL,B.Butler,00-0030516
2017_05_GB_DAL,3992,23,lateral_receiving,3,DAL,D.Prescott,00-0033077
2017_05_GB_DAL,3992,23,lateral_receiving,0,DAL,J.Witten,00-0022127
2017_05_MIN_CHI,4348,23,lateral_receiving,-3,CHI,T.Cohen,00-0033556
2017_06_LAC_OAK,3301,23,lateral_receiving,4,OAK,C.Patterson,00-0030578
2017_07_TB_BUF,4620,23,lateral_receiving,-3,TB,C.Sims III,00-0031390
2017_07_TB_BUF,4620,23,lateral_receiving,-3,TB,M.Evans,00-0031408
2017_07_NYJ_MIA,4251,23,lateral_receiving,-8,NYJ,J.Kerley,00-0028091
2017_09_LA_NYG,855,23,lateral_receiving,9,LA,T.Austin,00-0030525
2017_10_GB_CHI,4134,23,lateral_receiving,2,CHI,H.Grasu,00-0031561
2017_12_NO_LA,1365,23,lateral_receiving,4,LA,T.Austin,00-0030525
2017_13_PHI_SEA,3373,12,lateral_rushing,17,SEA,M.Davis,00-0032063
2017_14_PHI_LA,4616,23,lateral_receiving,-9,LA,T.Austin,00-0030525
2017_15_PHI_NYG,4617,23,lateral_receiving,0,NYG,R.Lewis,00-0032659
2017_16_LAC_NYJ,4165,23,lateral_receiving,-2,NYJ,B.Qvale,00-0031031
2017_16_LAC_NYJ,4165,23,lateral_receiving,0,NYJ,E.McGuire,00-0033295
2017_16_OAK_PHI,4090,23,lateral_receiving,-10,OAK,J.Richard,00-0033025
2017_17_DAL_PHI,3833,23,lateral_receiving,0,PHI,M.Johnson,00-0032980
2017_19_JAX_PIT,3754,13,lateral_rushing,8,PIT,L.Bell,00-0030496
