game_id,play_id,stat_id,type,yards,team_abbr,player_name,gsis_player_id
2006_02_BUF_MIA,3777,23,lateral_receiving,13,MIA,L.Suggs,00-0022180
2006_03_GB_DET,1501,12,lateral_rushing,5,DET,B.Calhoun,00-0024289
2006_04_IND_NYJ,4259,23,lateral_receiving,-3,NYJ,B.Smith,00-0024318
2006_04_IND_NYJ,4259,23,lateral_receiving,19,NYJ,L.Coles,00-0018958
2006_04_IND_NYJ,4259,23,lateral_receiving,7,NYJ,C.Pennington,00-0019559
2006_04_IND_NYJ,4259,23,lateral_receiving,2,NYJ,J.McCareins,00-0020381
2006_05_TB_NO,4227,23,lateral_receiving,0,TB,J.Galloway,00-0005720
2006_05_BAL_DEN,3460,23,lateral_receiving,1,BAL,M.Clayton,00-0023457
2006_06_BUF_DET,4241,23,lateral_receiving,3,BUF,P.Price,00-0013232
2006_10_CLE_ATL,4198,23,lateral_receiving,-3,ATL,R.White,00-0023462
2006_10_CLE_ATL,4198,23,lateral_receiving,6,ATL,W.Dunn,00-0004640
2006_10_GB_MIN,2579,23,lateral_receiving,30,GB,D.Driver,00-0004541
2006_10_NO_PIT,3658,13,lateral_rushing,4,NO,D.McAllister,00-0020527
2006_13_NYJ_GB,1988,23,lateral_receiving,-3,GB,D.Driver,00-0004541
2006_13_NYJ_GB,4120,23,lateral_receiving,4,GB,V.Morency,00-0023508
2006_13_IND_TEN,3487,12,lateral_rushing,5,IND,J.Addai,00-0024245
2006_15_NYJ_MIN,4159,23,lateral_receiving,5,MIN,B.McMullen,00-0022135
