game_id,play_id,stat_id,type,yards,team_abbr,player_name,gsis_player_id
2005_01_IND_BAL,1949,23,lateral_receiving,12,BAL,M.Clayton,00-0023457
2005_01_IND_BAL,1949,23,lateral_receiving,4,BAL,C.Taylor,00-0021314
2005_02_JAX_IND,605,12,lateral_rushing,0,JAC,M.Jones,00-0023456
2005_02_WAS_DAL,4286,23,lateral_receiving,7,DAL,T.Glenn,00-0006043
2005_05_NE_ATL,4033,23,lateral_receiving,2,ATL,R.White,00-0023462
2005_08_BUF_NE,3733,23,lateral_receiving,2,BUF,S.Williams,00-0022538
2005_10_MIN_NYG,4326,23,lateral_receiving,2,NYG,T.Carter,00-0021174
2005_11_JAX_TEN,3770,23,lateral_receiving,16,TEN,C.Brown,00-0022092
2005_12_BAL_CIN,4241,23,lateral_receiving,0,BAL,K.Boller,00-0022164
2005_15_SD_IND,4250,23,lateral_receiving,11,IND,M.Harrison,00-0007024
2005_15_SD_IND,4281,23,lateral_receiving,-1,IND,M.Harrison,00-0007024
2005_15_SD_IND,4281,23,lateral_receiving,8,IND,D.Rhodes,00-0019863
