game_id,play_id,stat_id,type,yards,team_abbr,player_name,gsis_player_id
2002_01_SF_NYG,3523,23,lateral_receiving,5,NYG,R.Dixon,00-0019662
2002_04_MIN_SEA,2034,23,lateral_receiving,20,MIN,M.Williams,00-0017892
2002_05_ARI_CAR,3862,23,lateral_receiving,5,CAR,S.Smith,00-0020337
2002_05_STL_SF,3492,23,lateral_receiving,3,STL,A. Timmerman,00-0016485
2002_06_MIA_DEN,4088,23,lateral_receiving,0,DEN,C.Portis,00-0021179
2002_07_CAR_ATL,544,23,lateral_receiving,16,ATL,M.Vick,00-0020245
2002_09_PIT_CLE,3912,23,lateral_receiving,10,CLE,D.Northcutt,00-0019650
2002_09_PIT_CLE,3912,23,lateral_receiving,-1,CLE,J.Jackson,00-0020430
2002_09_MIN_TB,2091,23,lateral_receiving,6,MIN,M.Williams,00-0017892
2002_10_HOU_TEN,854,12,lateral_rushing,6,HOU,C.Stanley,00-0015550
2002_10_NE_CHI,4644,23,lateral_receiving,14,CHI,M.Booker,00-0001477
2002_19_ATL_PHI,3860,23,lateral_receiving,4,ATL,A.Crumpler,00-0020285
