game_id,play_id,stat_id,type,yards,team_abbr,player_name,gsis_player_id
2003_07_SD_CLE,4186,23,lateral_receiving,8,CLE,D.Northcutt,00-0019650
2003_07_DEN_MIN,1800,24,lateral_receiving,15,MIN,M. Williams,00-0017892
2003_08_SEA_CIN,4124,23,lateral_receiving,6,SEA,B.Engram,00-0004915
2003_08_CLE_NE,2991,23,lateral_receiving,6,NE,K.Faulk,00-0005091
2003_09_CAR_HOU,3270,23,lateral_receiving,32,CAR,S.Smith,00-0020337
2003_09_NO_TB,3812,23,lateral_receiving,1,TB,M.Pittman,00-0013013
2003_09_NO_TB,3812,23,lateral_receiving,-6,TB,K.McCardell,00-0010668
2003_09_NO_TB,3812,23,lateral_receiving,-2,TB,B.Johnson,00-0008442
2003_09_NO_TB,3812,23,lateral_receiving,1,TB,C.Coleman,00-0019704
2003_09_NO_TB,3812,23,lateral_receiving,-3,TB,C.Green,00-0018613
2003_09_PIT_SEA,3977,23,lateral_receiving,0,PIT,A. Zereoue,00-0018501
2003_10_MIN_SD,1889,23,lateral_receiving,13,MIN,M. Williams,00-0017892
2003_10_MIN_SD,3913,23,lateral_receiving,0,MIN,K. Campbell,00-0020754
2003_10_MIN_SD,3958,23,lateral_receiving,3,MIN,K. Campbell,00-0020754
2003_13_NO_WAS,4105,23,lateral_receiving,0,WAS,L.Coles,00-0018958
2003_13_NO_WAS,4105,23,lateral_receiving,0,WAS,R.Cartwright,00-0021357
2003_14_OAK_PIT,3624,23,lateral_receiving,11,PIT,M. Bruener,00-0002102
2003_16_NO_JAX,3812,23,lateral_receiving,7,NO,M.Lewis,00-0019600
2003_16_NO_JAX,3812,23,lateral_receiving,5,NO,D.McAllister,00-0020527
2003_16_NO_JAX,3812,24,lateral_receiving,21,NO,J.Pathon,00-0012637
