game_id,play_id,stat_id,type,yards,team_abbr,player_name,gsis_player_id
2009_01_BUF_NE,4111,23,lateral_receiving,4,BUF,R.Parrish,00-0023490
2009_01_BUF_NE,4111,23,lateral_receiving,3,BUF,F.Jackson,00-0024204
2009_03_WAS_DET,4353,23,lateral_receiving,-2,WAS,A.Randle El,00-0021190
2009_03_WAS_DET,4353,23,lateral_receiving,9,WAS,L.Betts,00-0021184
2009_05_CLE_BUF,4322,23,lateral_receiving,0,BUF,L.Evans,00-0022910
2009_05_CLE_BUF,4322,23,lateral_receiving,16,BUF,R.Parrish,00-0023490
2009_06_CAR_TB,3477,23,lateral_receiving,15,TB,S.Stroughter,00-0026953
2009_08_MIN_GB,4016,23,lateral_receiving,0,GB,D.Driver,00-0004541
2009_10_TB_MIA,4480,23,lateral_receiving,-3,TB,K.Winslow,00-0022922
2009_10_TB_MIA,4480,23,lateral_receiving,0,TB,S.Stroughter,00-0026953
2009_10_NE_IND,4249,23,lateral_receiving,0,NE,B.Watson,00-0022943
2009_10_BAL_CLE,3892,23,lateral_receiving,4,CLE,R.Royal,00-0021273
2009_12_TB_ATL,4203,23,lateral_receiving,1,TB,J.Freeman,00-0026993
2009_12_TB_ATL,4203,23,lateral_receiving,1,TB,J.Zuttah,00-0026223
2009_14_DEN_IND,4210,23,lateral_receiving,7,DEN,C.Kuper,00-0024375
2009_14_CAR_NE,2186,23,lateral_receiving,28,CAR,S.Smith,00-0020337
