game_id,play_id,stat_id,type,yards,team_abbr,player_name,gsis_player_id
2007_03_BUF_NE,2533,23,lateral_receiving,11,NE,R.Moss,00-0011754
2007_04_STL_DAL,1991,12,lateral_rushing,4,DAL,T.Romo,00-0021678
2007_07_MIN_DAL,3894,23,lateral_receiving,4,MIN,T.Williamson,00-0023442
2007_11_KC_IND,3716,23,lateral_receiving,5,KC,S.Parker,00-0022754
2007_12_MIA_PIT,3260,23,lateral_receiving,-2,MIA,R.Hadnot,00-0022905
2007_12_MIA_PIT,3260,23,lateral_receiving,0,MIA,L.Shelton,00-0014776
2007_12_MIA_PIT,3260,23,lateral_receiving,0,MIA,D.Martin,00-0020332
2007_13_SF_CAR,673,23,lateral_receiving,16,CAR,D.Williams,00-0024242
2007_15_IND_OAK,1923,12,lateral_rushing,0,OAK,D.Rhodes,00-0019863
2007_16_KC_DET,4017,23,lateral_receiving,21,KC,S.Parker,00-0022754
2007_17_BUF_PHI,3905,23,lateral_receiving,0,BUF,J.Reed,00-0021166
2007_17_MIN_DEN,3766,23,lateral_receiving,10,DEN,G.Martinez,00-0022613
